x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,label
0.22725972533226013,0.7024621367454529,3.4331371523421694e-08,0.2815006375312805,0.6628686189651489,-0.014649580232799053,0.3203817903995514,0.5829678177833557,-0.02509339153766632,0.3369489014148712,0.5024790167808533,-0.037983037531375885,0.32497668266296387,0.4344077408313751,-0.04972590133547783,0.2780987322330475,0.4593471884727478,-0.0080758361145854,0.2905289828777313,0.3558388948440552,-0.030167482793331146,0.3025572896003723,0.2888481616973877,-0.03795047104358673,0.3089427351951599,0.231032133102417,-0.04172132536768913,0.24762582778930664,0.45677879452705383,-0.015200382098555565,0.30024951696395874,0.4135631024837494,-0.050714828073978424,0.29865968227386475,0.5244563817977905,-0.049700286239385605,0.276450514793396,0.5561094284057617,-0.037911564111709595,0.22117744386196136,0.4647626578807831,-0.025963475927710533,0.2759637236595154,0.4444679319858551,-0.06902851164340973,0.27271711826324463,0.5504133105278015,-0.05597562715411186,0.24525116384029388,0.5684928297996521,-0.03485313802957535,0.19277027249336243,0.48554205894470215,-0.03730860725045204,0.24159550666809082,0.4641062319278717,-0.0648612454533577,0.2465420663356781,0.536723256111145,-0.05271254479885101,0.22365537285804749,0.5572825074195862,-0.03654775395989418,1
0.08617410063743591,0.6886237859725952,-3.927994640662291e-08,0.1644410490989685,0.7046222686767578,-0.007292754016816616,0.2267158329486847,0.6776312589645386,-0.024317745119333267,0.2686749994754791,0.6446834802627563,-0.04621639475226402,0.27745532989501953,0.6052094101905823,-0.06821778416633606,0.24419833719730377,0.501459002494812,-0.031113237142562866,0.30658867955207825,0.4511588215827942,-0.06649435311555862,0.3518400490283966,0.41946983337402344,-0.08787968754768372,0.38943904638290405,0.3892054557800293,-0.10189302265644073,0.20887137949466705,0.46207892894744873,-0.046963345259428024,0.25173452496528625,0.5935080051422119,-0.09016365557909012,0.21835702657699585,0.6673142313957214,-0.09747249633073807,0.19342342019081116,0.6625324487686157,-0.09636878967285156,0.16810229420661926,0.466874897480011,-0.06388591229915619,0.2078513354063034,0.6198269128799438,-0.10637340694665909,0.17588694393634796,0.6742105484008789,-0.09785006940364838,0.1555568277835846,0.652164876461029,-0.08491188287734985,0.12767359614372253,0.49474024772644043,-0.0817650854587555,0.1618337780237198,0.607505738735199,-0.10702846199274063,0.1441928893327713,0.6540493965148926,-0.09640460461378098,0.12603601813316345,0.6387780904769897,-0.08356644213199615,1
0.21128308773040771,0.8932007551193237,-5.832617944179219e-08,0.2942376136779785,0.8206568956375122,0.001706440350972116,0.3277924954891205,0.7208638787269592,-0.008682855404913425,0.3426136374473572,0.6401280760765076,-0.02671821042895317,0.35320326685905457,0.5748863220214844,-0.04342664033174515,0.27654004096984863,0.5555859208106995,-0.008487937040627003,0.3067229986190796,0.4446035623550415,-0.03948015347123146,0.32690858840942383,0.3641398549079895,-0.05548322945833206,0.34156227111816406,0.29388993978500366,-0.06540165841579437,0.24738335609436035,0.557689905166626,-0.02855897881090641,0.3554670810699463,0.5812695622444153,-0.07424645125865936,0.34745049476623535,0.6923438906669617,-0.07726681977510452,0.3188020884990692,0.724942684173584,-0.06829864531755447,0.23135533928871155,0.5869238972663879,-0.050834257155656815,0.33776575326919556,0.6449422240257263,-0.09537117183208466,0.32196614146232605,0.7418935298919678,-0.08372513949871063,0.29242783784866333,0.753687858581543,-0.06523524224758148,0.22569483518600464,0.6338473558425903,-0.07375585287809372,0.30933302640914917,0.6741713285446167,-0.09763872623443604,0.3023626208305359,0.7447754144668579,-0.08529485017061234,0.2773562967777252,0.7580104470252991,-0.07028398662805557,1
0.3063840866088867,0.9024651646614075,-1.2296305307302191e-08,0.3587977886199951,0.7897716164588928,-0.0008358713239431381,0.3689155578613281,0.6731955409049988,-0.010464346967637539,0.36756640672683716,0.5954282283782959,-0.027534373104572296,0.353637158870697,0.5368181467056274,-0.04347986355423927,0.28116682171821594,0.5808814167976379,-0.003605457255616784,0.266792893409729,0.46001482009887695,-0.03049347549676895,0.25743627548217773,0.3745831251144409,-0.04403508082032204,0.24459116160869598,0.30448970198631287,-0.053075116127729416,0.2545020580291748,0.6002412438392639,-0.022434132173657417,0.3386899530887604,0.5249917507171631,-0.06591565907001495,0.36857688426971436,0.6250196099281311,-0.0703953430056572,0.35339656472206116,0.6705789566040039,-0.06264429539442062,0.23948782682418823,0.6270908117294312,-0.04373214766383171,0.33042120933532715,0.5767543911933899,-0.08792300522327423,0.34928378462791443,0.6774703860282898,-0.07712757587432861,0.3237907290458679,0.7148553133010864,-0.058878038078546524,0.2350231558084488,0.6617210507392883,-0.06555195897817612,0.30729591846466064,0.6162559390068054,-0.09116741269826889,0.3267710208892822,0.6836320161819458,-0.07896547764539719,0.30856233835220337,0.7211740612983704,-0.06365446746349335,1
0.17678780853748322,0.5781521797180176,-1.4003767034864723e-08,0.2614302635192871,0.5617045164108276,-0.001495826872996986,0.3207406997680664,0.5101540088653564,-0.01622937060892582,0.3598480820655823,0.45820027589797974,-0.03803238645195961,0.3726387917995453,0.413397878408432,-0.06049896776676178,0.31399616599082947,0.33345532417297363,-0.014517282135784626,0.37419623136520386,0.2826746106147766,-0.04477287083864212,0.41833409667015076,0.2506367862224579,-0.061968494206666946,0.4558906853199005,0.22243764996528625,-0.07273904979228973,0.2795983552932739,0.308062344789505,-0.03122796304523945,0.35354018211364746,0.42453691363334656,-0.07116065174341202,0.321186363697052,0.5130353569984436,-0.07575204223394394,0.2912804186344147,0.5177813768386841,-0.07151295244693756,0.24836979806423187,0.32519131898880005,-0.049272991716861725,0.31707340478897095,0.4568021595478058,-0.08951281756162643,0.28465598821640015,0.525346040725708,-0.07939204573631287,0.2589457035064697,0.5170397758483887,-0.06443771719932556,0.22151832282543182,0.36356860399246216,-0.06782068312168121,0.2782447934150696,0.4560420513153076,-0.09084667265415192,0.2600790560245514,0.5116273164749146,-0.0794214978814125,0.23779603838920593,0.5080128908157349,-0.06572296470403671,1
0.21879541873931885,0.6575310230255127,6.640033856086802e-09,0.26391518115997314,0.6304943561553955,-0.013897787779569626,0.3001580536365509,0.5689547061920166,-0.02415645867586136,0.3172145187854767,0.5083690881729126,-0.036219168454408646,0.3092634379863739,0.4590451121330261,-0.04806536063551903,0.2711823880672455,0.45877084136009216,-0.016127679497003555,0.2822974920272827,0.3644893765449524,-0.03745339438319206,0.2898510992527008,0.3101431727409363,-0.049315087497234344,0.29422304034233093,0.2581590712070465,-0.05672740191221237,0.24487634003162384,0.45547807216644287,-0.020718999207019806,0.28450870513916016,0.4368269145488739,-0.05712331458926201,0.28560325503349304,0.5214261412620544,-0.06393053382635117,0.2724950909614563,0.5676441788673401,-0.059524133801460266,0.2197282612323761,0.4652583599090576,-0.027160175144672394,0.26045918464660645,0.45542648434638977,-0.06455587595701218,0.25994351506233215,0.536266028881073,-0.05700879916548729,0.24664409458637238,0.5738415122032166,-0.04130391776561737,0.1937839686870575,0.4834379255771637,-0.034267865121364594,0.23240864276885986,0.467879980802536,-0.05877993628382683,0.24000394344329834,0.5257259011268616,-0.05070251226425171,0.2313958704471588,0.5573937296867371,-0.037827592343091965,1
0.2621237337589264,0.6829043626785278,9.712936233086111e-09,0.30858108401298523,0.6492493152618408,-0.01308581605553627,0.3444860279560089,0.5860239267349243,-0.022869423031806946,0.3610531687736511,0.5275746583938599,-0.03497883304953575,0.35965052247047424,0.47061339020729065,-0.046636514365673065,0.3124753534793854,0.4766117334365845,-0.011280052363872528,0.3211140036582947,0.38409870862960815,-0.031727541238069534,0.32909247279167175,0.32967859506607056,-0.04277195781469345,0.33405977487564087,0.2792655825614929,-0.049419958144426346,0.2880156338214874,0.474905788898468,-0.016611536964774132,0.3307860493659973,0.4523814618587494,-0.05247848480939865,0.3332144618034363,0.5362452864646912,-0.05976998060941696,0.3197980523109436,0.5813341736793518,-0.055174198001623154,0.26496386528015137,0.4859999716281891,-0.024194203317165375,0.30989500880241394,0.48028242588043213,-0.06149090826511383,0.309571772813797,0.560441792011261,-0.05560890957713127,0.29479894042015076,0.5949287414550781,-0.04070610925555229,0.24205398559570312,0.5060286521911621,-0.03241271153092384,0.28205883502960205,0.4932026267051697,-0.056946542114019394,0.28985872864723206,0.5497948527336121,-0.05017755180597305,0.2806232273578644,0.579793393611908,-0.03800450265407562,1
0.179558664560318,0.605736494064331,-1.0069931022371748e-07,0.18119968473911285,0.5126391053199768,0.025530189275741577,0.20738771557807922,0.4428420066833496,0.02603859454393387,0.24246130883693695,0.4102075397968292,0.021681340411305428,0.27365800738334656,0.40647050738334656,0.01524615753442049,0.21201461553573608,0.38774654269218445,-0.010262414813041687,0.2569058835506439,0.31497278809547424,-0.012815418653190136,0.2849360406398773,0.27425169944763184,-0.013029202818870544,0.3065595328807831,0.24089613556861877,-0.014251752756536007,0.23160232603549957,0.41446274518966675,-0.02592947520315647,0.28636494278907776,0.416546106338501,-0.02060585841536522,0.27773308753967285,0.4569980204105377,-0.009544466622173786,0.2607719898223877,0.4698547124862671,-0.00595103669911623,0.2520694434642792,0.45996347069740295,-0.037389762699604034,0.29679378867149353,0.4662506580352783,-0.025659244507551193,0.2845236361026764,0.49574410915374756,-0.008490446023643017,0.26727625727653503,0.5054354071617126,-0.003466088557615876,0.26936206221580505,0.5063691735267639,-0.047295935451984406,0.30423247814178467,0.5044887065887451,-0.030584368854761124,0.2919132113456726,0.528028666973114,-0.012771159410476685,0.27524441480636597,0.5372006893157959,-0.004232223145663738,1
0.3474869132041931,0.6871261596679688,-3.1018157642392907e-07,0.317272424697876,0.6140108108520508,0.021338900551199913,0.31600895524024963,0.5480006337165833,0.03098220005631447,0.335282564163208,0.5093790292739868,0.03918074816465378,0.35672053694725037,0.5075668692588806,0.04528703913092613,0.3502659499645233,0.4835471510887146,-0.0012682892847806215,0.36172163486480713,0.3896077573299408,0.0008680606260895729,0.3688662648200989,0.3341975808143616,-0.00019120379874948412,0.375010222196579,0.2920728325843811,-0.0015226072864606977,0.38303253054618835,0.49511754512786865,-0.0031378960702568293,0.38290688395500183,0.48485782742500305,0.016691580414772034,0.37154868245124817,0.5107667446136475,0.03087327443063259,0.3642149865627289,0.5334725379943848,0.03528058901429176,0.40576133131980896,0.5339691042900085,-0.0018643861403688788,0.3948357105255127,0.5363271832466125,0.017286615446209908,0.3855804204940796,0.5546630024909973,0.024894800037145615,0.38032811880111694,0.5742870569229126,0.02389172837138176,0.4211452603340149,0.5711683630943298,0.0016206580912694335,0.4142073094844818,0.5704627633094788,0.01927211321890354,0.40474313497543335,0.585939347743988,0.028833020478487015,0.39847201108932495,0.6037236452102661,0.03237556666135788,1
0.27011340856552124,0.5701945424079895,7.318045192050704e-08,0.30222874879837036,0.5117353200912476,0.00391027657315135,0.34584900736808777,0.4768196940422058,-0.0054122270084917545,0.38563016057014465,0.48475348949432373,-0.01827416941523552,0.40811243653297424,0.503388524055481,-0.030992185696959496,0.35102346539497375,0.395654559135437,-0.014520362950861454,0.4028293788433075,0.3839097023010254,-0.027856549248099327,0.4314195513725281,0.37170273065567017,-0.03528114780783653,0.4560832977294922,0.35971829295158386,-0.04121467471122742,0.34678617119789124,0.41480910778045654,-0.026839973405003548,0.4002874195575714,0.4935721158981323,-0.042420394718647,0.381121426820755,0.5185227990150452,-0.042494963854551315,0.3657954931259155,0.5086618661880493,-0.04169882461428642,0.34233376383781433,0.45513632893562317,-0.03836759179830551,0.38793912529945374,0.5406308174133301,-0.04874264821410179,0.3646761178970337,0.55231112241745,-0.040604572743177414,0.3498916029930115,0.5352315902709961,-0.035252541303634644,0.3385203182697296,0.5024870038032532,-0.05055562034249306,0.3724602162837982,0.5678899884223938,-0.052090369164943695,0.35295340418815613,0.5756522417068481,-0.04398001730442047,0.3384476900100708,0.5596255660057068,-0.03850586712360382,1
